Series Name,Series Code,Country Name,Country Code,1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000]
Urban population growth (annual %),SP.URB.GROW,"Congo, Rep.",COG,5.02416550306107,5.04223963755832,5.05895294773977,5.04543024140573,5.10858118135929,4.90534233444162,4.54919606162495,4.46592835281226,4.39372383877851,4.30414257901073,4.22078976358144,4.14412490242435,4.05363108227752,3.92777430942788,4.33808636069395,4.26675199655787,3.77909089513575,3.75638966985001,3.70280585516277,3.66221048640266,3.59125102305433,3.54810250843,3.50845396696884,3.61761632378801,3.59766978871169,3.44337733202613,3.41280476973549,2.87203547108124,2.94969128075555,3.4722601506685,4.61063543293432
Urban population growth (annual %),SP.URB.GROW,Costa Rica,CRI,4.31299641502607,4.22688641251226,4.16040531019395,4.01394814208779,3.40822523313171,3.41425018237246,3.44346030478477,3.47565167476291,3.51460020840646,3.54483709906557,3.55117599792109,3.54975250154207,3.56938365229253,3.57675262235681,3.6406719231805,4.76022549296833,4.69717916398346,4.60555704543483,4.50757723843099,4.42593110134541,4.38615708967956,4.34871732825108,4.29670756190458,4.22289274214783,4.14112106577785,4.04883767364336,3.95371138195316,3.85927100714895,3.74802546130654,3.61948433733578,3.50078660942677
Urban population growth (annual %),SP.URB.GROW,Cote d'Ivoire,CIV,6.86851185102001,7.02056541508014,7.14161174243936,7.17089398225107,7.16761697496351,7.4107206046874,8.27402900590128,7.80516389521649,7.74066048122635,4.35229948520865,4.35819052683997,4.33794611918258,4.29842412995549,4.24194730264878,4.16815142739667,4.0736445076474,3.97815265511732,3.94941164247339,4.17969985340438,4.67918921138899,4.77270003080895,4.71766122068787,4.65417129455574,4.5827547969933,4.50351954324456,4.45476064105992,4.42327948415334,4.38252659703254,4.25367327962089,3.96193441245275,3.70221408199557
Urban population growth (annual %),SP.URB.GROW,Croatia,HRV,3.15948178834815,2.81956386862444,2.05110466514469,2.03277215885339,2.0328615688595,2.03369710651378,2.06782255628586,2.03916792915922,1.97179322633587,1.78160999583357,1.5745328338065,1.51969926883437,1.21980175407078,1.23996830910373,1.18959691030475,1.1631404655955,1.13274315562259,1.08946002503471,1.02542778189189,0.944070668407972,0.89993492470776,-1.24152350124299,-1.99506943722227,0.981999236529849,1.55740124352457,-0.247281785192553,-0.932540428144286,-0.050788402191343,0.371850656716763,0.00124968966040968,-0.555021490838623
Urban population growth (annual %),SP.URB.GROW,Cuba,CUB,2.12762116115143,2.91554596748229,2.92058358141745,2.70168392813715,2.51494868240962,2.32438797037089,2.1343579500927,1.94248726700222,1.76597708610364,1.60404584475615,1.47344231807415,1.49225533463506,1.42202785377635,1.49468820263417,1.53132941751526,1.53357294675483,1.54627847504017,1.57433966743346,1.62437428580765,1.63200026501361,1.59160767557586,1.24096012378102,0.85539145579884,0.731867048957253,0.628485642349782,0.564265776768293,0.532314742640867,0.577286277977697,0.640550076266488,0.640888309233749,0.633089365845533
Urban population growth (annual %),SP.URB.GROW,Curacao,CUW,1.95567638245466,2.26057360881195,0.657377672004204,-0.111261372974342,1.40052714161408,0.940473467212089,0.592171741630998,0.443908611842757,-0.354138268261042,0.0606324900736516,0.511832030971022,0.773526346682552,1.35642218083023,1.06660384885887,0.875469113312806,0.857649026919116,0.314048417397196,-0.452542785659714,-1.13004500781715,-1.23725475282015,-0.728323550974688,-0.371051900973224,0.242641490213702,1.17713094812925,1.08952609127562,1.16583218242206,1.57099254433809,1.16971191441015,-1.01820961676246,-2.90581899404824,-3.46254083518543
Urban population growth (annual %),SP.URB.GROW,Cyprus,CYP,1.90471642176623,1.83416208321304,1.7575524643849,2.7223470280306,4.80227537002276,4.36335733041441,5.32266352142235,5.65399559369324,5.44183925134704,5.23278597951593,5.03181491499261,4.82421655617814,4.79190236437093,2.95650920430876,2.3814661222501,2.31254574031837,2.25076988269365,2.19111714823135,2.13780351072199,2.07716675278478,2.01647621848202,1.94551566907582,2.02125792496886,2.18769190504643,2.39138454919529,2.28714174405228,2.20532977092604,2.13816285579843,2.07566154336065,2.01340428954832,1.94647761607177
Urban population growth (annual %),SP.URB.GROW,Czechia,CZE,0.345717524457064,1.05951428005386,2.21907930695243,2.28927829661498,2.3432851896655,2.31919656197621,2.22949120872066,2.0997706188049,1.987782426592,1.88101967312588,1.4543843879607,0.381899265098027,0.0996803472645308,0.0490580674807626,0.0231012379066143,0.028345977737689,0.0109228674316948,0.01071634259312,0.0383640742476086,0.0173808808824258,-0.306371411206707,-0.322529151299872,-0.0682110519954974,-0.0681283648418384,-0.136253767330203,-0.233997707450127,-0.290683395924561,-0.283728236413276,-0.27102018967732,-0.278762130546476,-0.458662204702604
Urban population growth (annual %),SP.URB.GROW,Denmark,DNK,1.39940009422736,1.32249944110193,1.18326998950972,1.1973154116815,1.04510349064824,0.853486808004687,0.802502330509421,0.657102154785214,0.651446239428145,0.580528745993173,0.450613098940576,0.200654108661819,0.0575249605680878,0.0609780001768357,0.07708173321649,0.168638368989146,0.260518892678438,0.253268789408974,0.173847360489215,0.18510619674749,0.24028513385848,0.292506210286496,0.362491945600727,0.364949968719984,0.369501788366392,0.552739607925013,0.597701841387743,0.447306501950859,0.394925758315833,0.361443444422167,0.350679180938332
Urban population growth (annual %),SP.URB.GROW,Djibouti,DJI,8.24626766288294,8.36403401665059,8.61336089228001,8.7247085952431,9.24661416607806,10.1681202197297,10.9915056637958,11.3345592200058,10.9653370656793,9.78671114683077,8.11920282968677,6.45363814387766,5.20562747399726,4.24855058617866,4.1317836471709,5.02120805159564,5.995844216731,6.66267111706953,6.71038566808515,8.00165312435524,10.4880859055385,8.72919014124886,-0.788860626649113,-1.87833695300077,2.04527399252377,1.04057643876812,2.42071766613891,3.58649330697161,4.04306543477216,3.51820683367175,3.16311796731286
Urban population growth (annual %),SP.URB.GROW,Dominica,DMA,1.90922121835966,2.78623147806285,2.62187303051192,2.62415955788537,2.6279084037531,2.58033725638021,2.51542723937734,2.40052061383603,2.29226647951286,2.20201263135126,2.06669087797149,2.12243397686927,3.13765625784853,2.94775486250727,2.86334454746292,2.71983021844118,2.54830994033293,2.38782815340851,2.26801956827827,2.12473913956255,1.90727668495845,1.70797379013951,0.0941619655261051,0.217131046615098,0.178723071566565,0.138291013050519,0.082437480299488,0.0111349894889302,-0.073513853988522,-0.214166283756287,-0.382623560679492
Urban population growth (annual %),SP.URB.GROW,Dominican Republic,DOM,5.46967222254419,5.37113000581524,5.27279562215018,5.17576605048677,5.08579319113393,4.97759912244913,4.88845768071742,4.79050563556364,4.69561342897145,4.59078206313076,4.48125662822928,4.36700664077948,3.41136396949062,2.68788372551767,2.68128102671856,2.64322963237435,2.60869922835389,2.59065927488267,2.59065309285889,2.6056607491252,2.60371760055525,2.56349039328186,2.51097983241667,2.46572514538673,3.20073048025636,3.34997359927781,3.24827674876273,3.12345285466394,2.99941662570647,2.91339205685475,2.86364158534241
Urban population growth (annual %),SP.URB.GROW,Ecuador,ECU,4.24810836996373,4.20743268741727,4.18066782430208,4.14851817961634,4.1700113615322,4.93958839127819,4.88834292594463,4.824423165064,4.76843699845075,4.70890799991296,4.65112413551582,4.58410139233689,4.52328694391854,4.27713117129646,4.10771444304519,4.06025026671849,4.02360259865131,3.97156765867551,3.90268994131775,3.81408862476785,3.7313193132242,3.35477112837023,3.0343649876832,2.89317950937442,2.81306964986495,2.75884287419428,2.71081415204218,2.65744380406724,2.60888971177556,2.57379036859891,2.55075761062712
Urban population growth (annual %),SP.URB.GROW,"Egypt, Arab Rep.",EGY,3.15754214108628,3.06744004129793,3.01721572161235,3.00769508317785,3.00677466237047,3.05056294738529,3.06721752742556,2.66645952275462,2.4693298598074,2.54425410586156,2.62076275590629,2.63344265532399,2.65029545287856,2.74420504381761,2.79153196484363,2.79086555208778,2.77355575395196,2.5428997007561,2.4166332871585,2.36209109590357,2.25937346675624,2.10495969143368,2.01675104103998,1.98737205284092,1.93583681807462,1.88388775601768,1.84460735054546,2.1014963707947,2.25240668765514,2.22097987548327,2.18171596199955
Urban population growth (annual %),SP.URB.GROW,El Salvador,SLV,2.72430428252698,2.69311430880645,3.65483311053887,3.64793685766098,3.60554824532182,3.52298702181107,3.3997753249398,3.33065329619552,3.2792244136877,3.15030931463791,2.8688866626534,2.04377708658389,2.25680154149594,3.06764881541242,3.08253414227442,3.07138917575342,3.01341174395512,3.01471675249639,3.10086138929745,2.99521881861898,2.87249520107915,2.78400779092614,2.69592448655237,3.5755328804749,3.56817251894396,3.37123849467783,3.19108191629328,3.05189567018067,2.93320038235709,1.61565124993113,1.52944395884384
Urban population growth (annual %),SP.URB.GROW,Equatorial Guinea,GNQ,-0.257183747472628,-1.25444079865736,-1.79876882407422,-2.0889347681328,-2.20780421863774,-2.21127338876261,-2.26127852260093,-1.35554831145656,0.148119510130088,1.45479734851883,3.41945673278358,5.31825184456181,6.46837684100189,6.77074908746405,9.18739863386614,8.63126722922773,7.93532742823401,7.32741952272584,6.9564063285804,6.75715773987246,6.63953127886386,6.55542024940634,6.50363302091341,6.45385211375712,6.43897368763826,7.96390885993309,7.91554151148431,7.83592936615122,7.76288149335638,7.66911488792694,8.08360381858775
Urban population growth (annual %),SP.URB.GROW,Eritrea,ERI,3.83953174845859,3.87476949690244,3.89090448181529,3.9019109899419,3.89920320925708,3.89528267620318,3.91074962801574,3.91556163264457,3.93186833559041,3.93757781313121,3.95114706389393,3.98195809951202,3.98400242015588,3.99287572208791,4.33506662654209,6.36656487085612,6.31782196761515,6.23803251445392,6.17384064180877,6.04766181219403,5.83612238623689,-1.7289709083154,-2.43347765354689,6.57978944098443,6.49692092472575,8.8940255665436,8.23604917835228,4.56274561163328,4.67944389740104,4.72779654739128,4.79009738761001
Urban population growth (annual %),SP.URB.GROW,Estonia,EST,2.08653328272892,2.0551983876148,1.93617145690377,1.75659232396242,1.64965352051443,1.5577940530198,1.47475885328423,1.48347796703197,1.42177406241694,1.09441146881614,0.910830491847218,1.0098538975329,1.02259728765148,0.987469469681079,0.951685748212546,0.962773843837866,1.03705627598724,1.07067822856527,0.912005968165926,0.433215095400045,-0.191542944102542,-0.762198743454186,-2.08634006163796,-2.83713063913536,-2.40355592824381,-2.05099612348055,-1.7446150004878,-1.40940009923868,-1.23268774368086,0.0216196646690687,0.23183289495095
Urban population growth (annual %),SP.URB.GROW,Eswatini,SWZ,10.1619010306115,10.1572521967849,10.1567730451185,10.0989113266195,10.1242671549399,10.1560490103363,10.1944977338681,6.02515681970065,5.35226949382581,5.40184728270953,5.39804819640796,4.98368094631141,4.98593685037608,5.32414555963177,5.32590804448706,5.67889437960528,5.90700694832321,5.85501400658771,6.62589799585291,5.89477760918853,5.3355508741181,6.0804969478805,5.88214878576404,4.97176210326185,1.98397577670459,1.92655808654505,4.01454776954942,3.31356486561862,0.872116903618622,0.728673843007266,0.607975030947652
Urban population growth (annual %),SP.URB.GROW,Ethiopia,ETH,4.73813289488554,4.69442731513585,4.62976740278836,4.58108894770022,4.48078452995918,4.32969942816721,4.40504172097492,3.8061800142271,3.5745360272318,3.36585105476551,2.43628955485188,4.37153727948298,5.71468067431004,4.60503228599005,4.40492914115065,4.67375369609481,4.81534655388192,5.26374100187144,5.74554794344817,5.64731698003331,5.50453266494236,6.14169035897592,5.98619856403279,5.28334305945723,5.2467627152269,4.74003025927699,4.4898307272746,4.40512562619791,4.34224748508181,4.30051496710446,4.23557684937443
Urban population growth (annual %),SP.URB.GROW,Faroe Islands,FRO,2.60392070519585,2.8007891064616,2.77733616835406,2.74513415499301,2.73016999511194,2.69008118557897,2.65123053271587,2.61355906537626,1.31580845775112,1.01324118285418,1.01052545982232,1.01516191728211,0.983061251232128,0.864988129881892,0.771425187465991,0.70135548355834,0.675222011728665,0.734000048849674,0.763549644952114,0.847757144531324,0.510733389858267,0.391631954745164,0.547084726351411,0.245215026490837,0.0680087077355287,1.45781079414598,2.93798982718386,2.32157302898632,1.67054031442041,1.32896447630129,2.32320439136337
Urban population growth (annual %),SP.URB.GROW,Fiji,FJI,3.16468609234784,3.05860840289034,2.93291129806283,2.78492792826238,2.7016885166446,2.7522341663126,2.93694684994353,2.67623903384165,2.76274673600205,2.85388212675115,2.86756506099179,2.85550906270697,2.84027159816506,2.82219645006702,2.81113584214126,2.74354515241944,2.46125386437799,3.29074046600007,3.17185882369773,2.96255321802159,2.85298163631629,2.39604382686261,2.07000281643012,2.08110440217851,1.96319366450828,1.91818012936737,2.25330274100665,1.97119914184161,1.99151074196605,1.98585523255741,1.92111334652935
Urban population growth (annual %),SP.URB.GROW,Finland,FIN,0.878678105255433,1.40364449621075,1.89323069231108,1.83121719326129,1.75763969536897,1.64817617691873,1.47830949266453,1.42276595271602,1.40298679726551,1.34360084155743,1.37209029162112,1.53706567672621,1.71862801907281,1.71948502704537,1.62405691653394,1.46862052187018,1.32103899404386,1.22475556947975,1.20382005254919,1.24301515138643,1.2987819794263,1.14410770475725,0.918226849077237,0.833929125477991,0.777430261533262,0.721897582550234,0.648659886733124,0.596105746824143,0.560873974652233,0.524180976119623,0.496415301116337
Urban population growth (annual %),SP.URB.GROW,France,FRA,1.45104553626985,1.45448472887621,1.42327222693688,1.33632960106064,1.2230438562975,0.940148255774622,0.563173905178237,0.569412428295176,0.584576056665891,0.586557245321428,0.641542252569604,0.672277762886187,0.681224187860529,0.636714814823197,0.606219565199262,0.622058192385842,0.623667814059719,0.633479363342132,0.632348637495744,0.611077167300203,0.624054065003541,1.11304160509647,0.729483995457269,0.664010409718045,0.602959078434012,0.589396275770598,0.583546767487175,0.580003913452126,0.592587181381237,0.777258648668536,1.02609018706937
Urban population growth (annual %),SP.URB.GROW,French Polynesia,PYF,6.07985924465944,5.38365354402833,4.41248049089381,4.3408574493756,4.24344497227536,4.13945533133532,4.0515524463517,3.86769056849101,3.03505466118961,2.99157418312264,3.02699663347451,3.09487068224309,3.08185314172887,2.56437867542489,2.10785257251712,2.20718521598682,2.24845744465789,2.21031645657553,2.26457862547653,1.9946798348299,1.74625705855835,1.62286899639,1.49778695923735,1.42170537619799,1.33230628087879,1.20956837873062,1.17249574256491,1.4305688797335,1.45435375452888,1.46816044478474,1.50879753546036
Urban population growth (annual %),SP.URB.GROW,Gabon,GAB,7.7930003529107,8.37547451067935,8.15948011284621,7.95942969135835,7.81577203240218,7.67399067495036,7.5503023691492,7.40201345686133,7.265446171175,7.10129613687905,6.93737931755243,6.76386384064914,5.03280234612187,4.98788550945015,4.94299335873525,4.87772540739337,4.82338649759255,4.76745286051215,4.92223383277739,4.81734864087178,4.70793163644995,4.59603166175353,4.4916273700471,4.38509469966213,3.86951761179335,3.73762174375035,3.65970894572659,3.60553688726738,3.57429079418666,3.54890961249381,3.54974250712575
Urban population growth (annual %),SP.URB.GROW,"Gambia, The",GMB,8.61747859126364,8.55964398250466,8.51937922718496,8.01414681044008,6.12061077646329,6.10405149529272,6.14238927354199,6.17498878101635,6.20281088941153,6.23440759620204,6.27576848289047,6.24060716401004,6.25285836233699,6.41926649238431,6.77982073664164,6.82124958843455,6.85707922295846,6.87719382734141,6.89731327050556,6.88729225946317,6.88377290431253,6.86739357762178,6.72393565473949,6.18312183146385,5.27348722319305,5.03749015269963,4.97389598944405,4.92887817962702,4.90998403681353,4.87276480162287,4.8093581717006
Urban population growth (annual %),SP.URB.GROW,Georgia,GEO,1.9791605003289,2.01089320168344,1.97178657733243,1.83038014267828,1.80905132548767,1.67200426288948,1.64636559636824,1.59650763084184,1.4923532367064,1.52356928848085,1.49456511050312,1.46402733758487,1.48807596600273,1.51621633615884,1.48533520003745,1.50416547397859,1.50994430794402,1.4434631851967,1.60427008870194,0.387549848552953,-0.460359303760107,0.268281554086853,0.335584058487873,0.329551199262866,-1.98224947204832,-4.20064123133957,-4.07814711931309,-3.65628054202644,-2.92503255564196,-2.51207710846829,-2.40145855729194
Urban population growth (annual %),SP.URB.GROW,Germany,DEU,0.41986863701414,0.263693388752995,0.55725393387149,0.393651778008364,0.117617758335478,-0.294259519818972,-0.350242384385307,-0.14791386743719,-0.010003693381795,0.122547561061477,0.285710576703395,0.351166261088232,0.0664248441628341,-0.267624344289567,-0.564774849383096,-0.542054058797321,-0.0835945049666029,0.454745788840994,0.614218844194254,0.741824997211081,1.05636514177316,0.934907555206193,0.88447037688919,0.843967294783864,0.636244936375524,0.58110599730858,0.574504624313762,0.427841044089846,0.295882538084872,0.341913193688455,0.411941893833571
Urban population growth (annual %),SP.URB.GROW,Ghana,GHA,4.34231725357574,3.49201160243509,3.52762367980571,3.59387744066227,3.61885544543341,3.62510695840571,3.62076365780893,3.69786836945527,3.79754094777443,3.83507005622058,3.7150737716225,3.60781455235497,3.71803361264816,3.84103908358464,3.86853615083074,4.39969135801808,4.40944352635155,4.46642015411653,4.54262706835999,4.5842137420433,4.58847959899194,4.51512362406313,4.4396270861411,4.3763619252584,4.27062197022124,4.19496358648733,4.16248990941187,4.18503459425157,4.23321222459598,4.22881912063348,4.22698334801559
Urban population growth (annual %),SP.URB.GROW,Gibraltar,GIB,1.97936335198728,1.42875518945652,0.933967665672665,0.85640362345114,0.798746498634398,0.695941968029767,0.673379225676679,0.619481971881274,0.520926171842624,0.465825755218438,0.404520010398403,0.295380125455353,0.152560620415622,-0.0277209884307523,-0.232465451737191,-0.39678448214817,-0.587619739123692,-0.824267585549865,-0.966740540213664,-1.12054038421608,-1.34898873232267,-1.21168962446375,-0.159457137971897,0.639996265465746,0.602943003081102,0.475372965264868,0.287780465626925,0.265189511511502,0.260869713158702,0.213262085851877,0.16595717785441
Urban population growth (annual %),SP.URB.GROW,Greece,GRC,1.53694939919678,1.56568674747659,1.42149455198301,1.21208904467836,1.1174217575394,1.67637510691962,2.28106115332716,2.01485566800206,2.00238371307734,1.94171048519246,1.66667420596748,1.47609973771496,0.894228982926948,0.858721777206856,0.772972073600223,0.659513492981751,0.601246212235807,0.604112463134897,0.630817573636522,0.787357497963169,1.32121233166716,1.43515881936579,0.934038998812453,0.756746028999608,0.667520559918089,0.635109319122791,0.606925096518486,0.657865750514503,0.719920109067996,0.547519474580486,0.572820545681015
Urban population growth (annual %),SP.URB.GROW,Greenland,GRL,5.03690474933031,2.65169820304155,2.63379164637745,1.76320320679163,1.3356752743594,0.521726136563836,0.519018276451653,-0.151102265602339,0.113348098711963,1.31831174287225,1.70497664022156,2.0719152064833,1.46311181146779,1.63354837570391,1.61707329635858,1.40585773214386,1.01949908515838,1.56055215886545,1.72843809132413,1.34196331836902,0.966015811712508,0.238927195821358,-0.0270197245631978,0.0720363814861869,0.788994096096252,0.785032886434486,0.424413201446583,0.334720974906827,0.331413197714465,0.153263446023511,0.329813441256315
Urban population growth (annual %),SP.URB.GROW,Grenada,GRD,0.352556396403882,-0.0502891637452852,-0.0975072814536411,-0.129107444759815,-0.15136228924135,-0.157913054322779,-0.180325583909033,-0.253638257785863,-0.327509474131304,-0.382922160410187,-0.208030031337097,0.603691045267687,1.52013672271075,1.83976101762259,1.60673014809925,1.10594928569885,0.466424334201573,-0.143283606603212,-0.569187600609295,-0.505994694424222,-0.0301996197143136,0.943942075804152,1.99363801914254,1.82515456167443,1.68488765090928,1.56222446071684,1.45854657888225,1.37255719138155,1.31386000046868,1.28097850258878,1.26477676537637
Urban population growth (annual %),SP.URB.GROW,Guam,GUM,5.53106908015501,10.5804861366093,9.48807984435009,8.32720647356108,7.27281932702146,6.309476548922,5.51263139956167,4.82320785511173,4.22370831690914,3.79973843350167,3.37861666882073,2.34661682608575,2.29650409802683,2.1437841187962,2.02265645385591,1.93479167529381,1.86737951289325,1.81389221444037,1.76923798035277,1.6074368201773,1.60112622321406,2.0663341867266,1.99926320376909,1.91431462880134,1.83711029113646,1.77068146390718,1.68509043143137,1.5941486655324,1.5429294516483,1.5242392581592,1.32186821669843
Urban population growth (annual %),SP.URB.GROW,Guatemala,GTM,3.39212913625625,3.31830209005879,3.24978041618199,3.19866801159582,3.15155958144266,3.11217291602228,3.0920354374707,3.09848970213333,3.1419980969323,3.22859274626538,3.32966814638325,3.4213246736864,3.49555569155755,3.53772415396372,3.55760466798061,3.56535703627827,3.57039248475703,3.57174333409711,3.56985177415234,3.55217362248541,3.52582180051599,3.4746026482212,3.4060492652535,3.32593027976084,3.26224670054566,3.22103717973718,3.16717080414313,3.11448741607856,3.11719031323146,3.11904028250564,3.18010727540115
Urban population growth (annual %),SP.URB.GROW,Guinea,GIN,5.9395498412668,5.84918775652361,5.74947610341874,5.64948179608776,5.57209556694248,5.48779103929432,5.42950982020847,5.37374491057709,5.37866895373208,5.43276414601465,5.51360145494622,5.57176581830751,5.66855524113531,4.6903684939488,3.28829484774381,3.40869573938396,3.52963571919745,3.63565469578134,3.68006451342869,3.64699550499462,4.51284955900036,5.04965149777666,4.23509308593353,4.08815196042617,4.02538481172056,3.79930083885639,3.83100826931539,2.99997756843409,2.78896913280134,3.14892600803352,2.85469725493748
Urban population growth (annual %),SP.URB.GROW,Guinea-Bissau,GNB,1.7043787006881,1.53732377534213,1.29713709718772,2.25867302949929,4.37287711833808,6.67434873896269,7.13219569817907,7.34129789539447,7.23682824896516,5.25921452898489,7.17624959277091,7.494093354828,7.41760170884743,7.32359238642518,7.22143731069511,7.09643495422319,7.00606202236899,6.91283275480526,6.83352864320446,6.74329183783054,6.63450513244618,7.00029804314924,5.5643731758751,4.34463503112454,4.14697666198346,3.58107005273504,3.14507209810355,2.9614980016262,2.9029674257791,2.93113415173923,3.04871478018358
Urban population growth (annual %),SP.URB.GROW,Guyana,GUY,1.52415995223956,1.58431461851123,1.49187289253026,1.45152279078291,1.43030069911822,1.4280354645087,1.42558016726418,1.39814619681103,1.3054564231547,1.12357613678078,0.748420669384333,-0.108383265607719,-0.305538595857589,-0.460278039486066,-0.606037905711576,-0.73333375740516,-0.840388354721244,-0.927745612559511,-0.992677736260883,-1.03753847395667,-1.07465494013953,-0.70969138325227,-0.181065691464593,-0.00958691797299684,0.0109564026587677,-0.0191744925053702,-0.056175030078537,-0.0891226958503768,-0.107967656793483,-0.134665349525304,-0.16973493319816
Urban population growth (annual %),SP.URB.GROW,Haiti,HTI,4.12828104429044,4.11347597858166,2.30072732699409,1.92150140036581,1.93669776506121,1.98189623138502,2.02241872683436,2.06159017023804,2.08200880950877,2.09714675194669,2.10831264775411,2.12176901496638,2.15032420449712,5.66914213258582,6.3100411548737,6.26427553798797,6.23765257477948,6.19582442735727,6.15488929983537,6.07865662227905,6.01248826966862,5.90198791155001,5.79373659774405,3.82392751339811,3.77390269664714,3.73650268286621,3.71550121148169,3.6109136512636,3.57560924441405,3.55818836188951,3.5487427661698
Urban population growth (annual %),SP.URB.GROW,Honduras,HND,5.27070797450541,5.28158127323244,5.30409298953771,5.25826745954803,4.95686141326441,4.6795531545683,4.81990633521832,4.79940807508562,4.77428707938684,4.75272826917539,4.7200852526095,4.67637194763183,4.62462210513712,4.57510011760476,4.5238038345156,4.4573773086842,4.40854761986139,4.36460333410107,4.27421919014143,4.02610581518222,4.02156232765176,4.01427645326044,4.00741256844518,3.99261850114297,3.98045873845842,3.96051965815859,3.93753585875629,3.91402265793814,3.77906290785361,3.77078997162667,3.85074216674986
Urban population growth (annual %),SP.URB.GROW,"Hong Kong SAR, China",HKG,2.72024963154399,2.50917510999085,2.40996240386802,3.29499016345184,3.61737249020007,2.33634866640985,1.68118702953457,1.85140386812245,2.20456206462777,5.84357929137244,3.03477678236937,2.69305738124471,1.87444173038791,1.82950201627203,1.28237198938405,1.36202129821689,2.6648974226952,3.74045085870783,2.32536320218593,1.83124847425251,0.747269786451113,1.14526821003031,0.9867846457472,1.73877112891049,2.25203043111788,1.98013277729748,4.43860779481101,0.832512854813318,0.834808807338866,0.955125814331738,0.881594075853745
Urban population growth (annual %),SP.URB.GROW,Hungary,HUN,1.08259323663249,0.994009574378321,0.999323304594819,1.01372009660197,1.13140579547352,1.26688791639722,1.2212239387914,1.12639129936362,0.99923694133735,0.829241198417335,0.530407126787379,0.288359649487828,0.221828367079626,0.129757081256798,0.0791193281879681,0.0950568355820736,0.104017276187154,0.10605422491845,0.119832749192925,-0.818140804781701,-0.990578862198139,-0.195710409396278,-0.231053829392222,-0.306338219509526,-0.329547514669628,-0.332255420549398,-0.365186965281562,-0.396785894629779,-0.428381368360846,-0.479352633384837,-0.456240196646938
Urban population growth (annual %),SP.URB.GROW,Iceland,ISL,1.01685976657361,1.24247961167287,1.88607199547344,1.92074835159093,1.75545505928857,1.67066414098372,1.37625773278427,1.11623946667718,1.14424831317487,1.33246745322353,1.40537446840549,1.44906134461173,1.63805178277911,1.61828504620858,1.35206831646186,1.06799727228155,1.00727658369793,1.36328129736076,1.82904231381478,1.49301176453104,1.02707211923687,1.35933805146219,1.45426617636882,1.20895494826828,1.05609906282791,0.728118797975505,0.722045345537704,0.996408787137823,1.24597055347544,1.36748618885376,1.51427858666661
Urban population growth (annual %),SP.URB.GROW,India,IND,3.21726131315857,3.37925652778706,3.86469644167469,3.87175166729346,3.8815236778261,3.84990860184592,3.81340042301804,3.80559488235445,3.80288000513107,3.80618905859281,3.84086509078168,3.64751557445444,3.23820797275063,3.2350045343625,3.23792527950017,3.21822223527373,3.20394984780465,3.17436058011846,3.14648289697299,3.13015246948337,3.09292950298242,3.00204313641317,2.87029912975867,2.84132486628544,2.81188501838838,2.77669224503314,2.73760292767491,2.70299778766113,2.66886958951842,2.62823016605726,2.59867555250261
Urban population growth (annual %),SP.URB.GROW,Indonesia,IDN,4.25522961006173,4.22254353964612,5.14436264806077,5.38246973160453,5.32954261157117,5.27226537543276,5.22664893072496,5.16110752429476,5.12764882988017,5.08202521510349,5.03832835326425,5.50663054493325,5.71671226417467,5.63839686922389,5.54477503113762,5.40140348238266,5.25475188309665,5.14422138166778,5.06625788170092,4.9699456078895,4.87640479493973,5.05132044291076,5.09997450757328,4.99489208309661,4.92413295587967,4.85375668638151,4.78095202193039,4.69954075917009,4.60879760864385,4.48340785212608,4.3702128806786
Urban population growth (annual %),SP.URB.GROW,"Iran, Islamic Rep.",IRN,5.05975155209781,5.01068582102697,4.94611366900019,4.93376987053742,4.96152590053321,4.99021260580082,4.94003924877003,4.72203864347698,4.69982209640175,4.83540029098619,4.97956128150466,6.43220112324945,6.33749603209098,4.96965985903352,4.98770759083403,4.91821377915738,4.79803427736418,4.34769751456732,4.04187208142471,3.86619352546346,4.88372498540049,4.80789244726553,3.72994187823123,2.13462742981298,1.84529426860297,2.77100896629033,2.71600289316846,2.66810242354265,2.73901036300709,2.74375047133617,2.78233953467196
Urban population growth (annual %),SP.URB.GROW,Iraq,IRQ,5.38473410129833,5.31202868814518,5.2384025529794,5.18901592369714,5.09042113057198,4.96546016472153,4.87941709360594,4.8853704254173,4.54054362886695,4.22400073815325,4.1472887002311,3.99167605009107,3.79303020099924,3.93577088108892,4.07601368181086,3.34871997071974,3.38299529869502,3.63823457208769,2.39705675576676,2.38312170465877,0.967369891402752,0.794692343159601,2.71065566455784,4.5644976711272,4.5477892188875,3.13239153408196,2.97059019333829,2.87083815513555,3.16029730748759,3.35286354671609,3.41511557664929
